step      Walk1           Walk2           Walk3           Walk4           Walk5           Walk6           Walk7      
           x1      y1      x2      y2      x3      y3      x4      y4      x5      y5      x6      y6      x7      y7
419   -15.557  15.039   4.565  15.831  -8.952  -8.573   9.164 -12.980  -5.857  -6.716 -13.558  -1.875  30.693   6.306
420   -14.782  15.672   5.099  14.986  -9.600  -9.335   8.216 -13.296  -5.030  -7.279 -14.262  -1.165  30.919   7.280
421   -14.818  16.671   5.203  15.981 -10.444  -8.798   9.163 -12.974  -4.386  -8.044 -14.935  -0.426  30.054   7.782
422   -15.487  15.927   4.240  15.713 -11.098  -8.041   8.479 -12.244  -3.477  -8.462 -15.631   0.292  30.913   8.294
423   -16.266  15.301   3.247  15.833 -12.087  -7.893   8.236 -13.214  -3.004  -9.343 -14.721  -0.123  30.663   7.326
424   -17.045  15.928   3.130  16.826 -13.030  -8.224   7.589 -12.451  -2.595 -10.255 -15.047  -1.069  30.350   8.275
425   -17.772  15.242   2.376  17.483 -12.613  -9.134   8.574 -12.274  -2.781 -11.238 -14.058  -1.216  31.336   8.444
426   -17.093  14.509   2.633  18.450 -12.416 -10.114   7.577 -12.194  -2.370 -10.326 -15.053  -1.118  30.761   9.263
427   -17.136  13.510   1.767  17.950 -11.521 -10.559   6.940 -12.965  -2.507 -11.316 -14.518  -1.964  31.565   8.668
428   -17.469  12.567   0.933  17.397 -11.670 -11.548   7.929 -13.111  -3.439 -11.680 -14.100  -1.055  30.771   8.060
429   -17.517  11.568   0.122  17.981 -12.523 -12.070   7.077 -12.587  -3.405 -10.680 -13.803  -0.100  31.592   7.488
430   -16.765  12.226  -0.863  17.806 -11.831 -12.792   8.008 -12.953  -2.578 -11.242 -12.811  -0.225  30.653   7.146
431   -17.708  12.560  -0.321  16.966 -12.771 -12.449   7.391 -13.740  -3.451 -10.754 -12.085   0.462  31.290   6.376
432   -16.877  13.117  -0.961  17.735 -12.248 -13.302   7.859 -12.856  -2.456 -10.859 -11.449  -0.310  30.295   6.277
433   -17.818  13.455  -1.661  18.449 -12.089 -14.289   7.588 -13.818  -1.729 -10.173 -12.263   0.271  31.081   5.658
434   -17.620  12.475  -1.738  17.452 -11.740 -15.226   8.574 -13.980  -0.931 -10.776 -11.504  -0.380  30.881   4.679
435   -18.087  11.591  -2.038  16.498 -12.540 -14.626   7.976 -13.179  -0.089 -10.237 -12.343  -0.924  30.119   5.326
436   -17.268  11.018  -2.973  16.854 -11.612 -14.253   8.956 -12.981   0.903 -10.108 -12.839  -0.056  29.601   6.181
437   -17.025  10.048  -2.762  17.831 -12.521 -14.671   8.011 -13.309   1.606 -10.819 -13.544   0.653  28.685   6.583
438   -17.710  10.777  -2.720  16.832 -13.098 -13.855   8.766 -13.966   1.974 -11.749 -14.390   0.121  27.687   6.644
439   -17.124   9.966  -3.029  15.881 -14.026 -13.482   9.717 -13.656   2.815 -11.208 -13.694   0.839  26.705   6.453
440   -16.703   9.059  -4.025  15.977 -14.513 -14.355  10.251 -12.810   2.205 -10.416 -14.483   0.225  27.540   7.004
441   -16.176   9.908  -4.514  15.105 -15.512 -14.308   9.460 -12.198   3.204 -10.389 -13.784   0.939  27.446   6.008
442   -15.441  10.586  -4.366  14.116 -14.831 -15.041  10.320 -12.708   4.163 -10.106 -13.190   1.744  26.728   6.703
443   -14.881  11.415  -3.540  14.681 -15.677 -14.508   9.932 -13.629   3.166 -10.183 -13.353   2.730  25.970   6.051
444   -14.208  10.676  -2.579  14.956 -16.142 -13.622   9.066 -14.130   2.677 -11.055 -12.507   3.265  25.233   6.727
445   -14.889  11.408  -1.811  15.596 -16.995 -14.144   9.549 -15.006   3.276 -10.254 -12.093   2.355  24.859   5.800
446   -15.198  10.457  -1.318  14.726 -16.465 -13.296  10.397 -15.536   2.907  -9.324 -13.035   2.689  24.243   6.587
447   -14.318  10.932  -2.273  14.429 -16.721 -14.263  10.522 -16.528   3.735  -8.764 -12.225   2.103  23.386   7.103
448   -13.959  11.865  -2.989  13.730 -17.632 -13.850   9.921 -17.327   4.640  -9.190 -12.795   1.281  22.758   7.881
449   -14.165  12.843  -2.348  14.498 -16.985 -14.612  10.038 -16.334   5.021 -10.114 -13.392   0.479  21.838   7.488
450   -14.961  13.448  -3.281  14.856 -17.058 -15.610  10.913 -16.819   4.051  -9.872 -14.391   0.507  21.642   6.508
451   -13.973  13.294  -3.728  13.962 -17.835 -14.980  11.901 -16.972   3.051  -9.894 -14.328   1.504  21.479   5.521
452   -13.424  14.130  -4.665  13.613 -18.818 -14.794  11.601 -17.926   2.479 -10.714 -14.346   0.505  21.830   6.457
453   -12.917  14.991  -4.992  14.559 -19.808 -14.936  11.477 -18.919   2.195 -11.673 -13.502  -0.033  21.178   5.699
454   -12.542  14.065  -4.015  14.345 -20.598 -15.548  10.673 -18.323   3.074 -11.196 -14.088   0.778  20.193   5.523
455   -11.542  14.039  -4.047  13.346 -21.526 -15.175   9.894 -17.697   4.066 -11.074 -15.077   0.634  19.906   4.565
456   -11.639  15.034  -4.713  14.092 -20.645 -15.647  10.454 -16.868   3.265 -11.673 -14.765  -0.316  20.304   3.647
457   -10.895  14.367  -5.625  13.682 -20.448 -14.667  11.445 -16.732   3.330 -12.671 -13.971  -0.923  19.944   2.714
458   -11.655  15.016  -4.969  12.927 -21.411 -14.399  12.325 -16.258   2.646 -13.400 -13.567  -1.838  19.207   3.391
459   -12.490  14.466  -4.027  13.262 -21.246 -15.385  12.296 -17.257   1.664 -13.589 -12.665  -2.270  19.668   2.503
460   -13.310  13.894  -3.468  14.092 -20.348 -14.944  12.967 -16.516   2.484 -13.016 -11.698  -2.014  18.846   1.935
461   -12.320  14.036  -4.104  14.864 -19.367 -15.139  13.002 -15.516   1.863 -12.233 -10.885  -1.432  18.202   2.700
462   -12.442  15.028  -3.671  15.766 -20.041 -15.878  14.001 -15.468   1.459 -11.318 -10.693  -0.451  17.262   3.041
463   -12.616  16.013  -4.190  14.911 -20.464 -14.972  14.696 -14.749   2.350 -11.771 -10.989   0.504  17.699   3.940
464   -12.503  17.007  -3.540  15.670 -20.653 -13.990  14.216 -15.627   2.673 -10.825 -10.044   0.178  16.734   3.679
465   -11.754  16.345  -3.526  16.670 -19.758 -14.436  14.562 -16.565   2.181  -9.954  -9.330   0.879  17.425   2.957
466   -10.960  15.736  -3.895  17.599 -20.266 -13.575  14.914 -15.629   1.773  -9.041 -10.072   0.208  17.667   3.927
467   -11.940  15.536  -3.105  18.212 -21.228 -13.300  14.730 -16.612   1.167  -8.245 -11.053   0.016  18.382   4.626
468   -11.484  16.426  -3.856  18.873 -22.022 -12.692  14.877 -15.623   1.850  -8.976 -10.139   0.421  17.983   5.544
469   -12.097  15.636  -4.664  19.463 -21.439 -11.879  15.522 -16.388   2.190  -9.916  -9.369  -0.216  17.161   6.113
470   -12.893  16.242  -4.210  18.571 -22.188 -11.217  14.768 -17.044   2.535 -10.855  -8.791   0.600  17.882   5.421
471   -12.249  15.477  -3.812  17.654 -22.095 -10.221  15.698 -17.411   1.852 -10.124  -9.388  -0.203  18.196   6.370
472   -13.247  15.538  -2.994  18.229 -22.660  -9.396  16.562 -16.908   0.909 -10.456 -10.183  -0.810  17.611   7.182
473   -13.482  14.566  -3.651  17.475 -23.317  -8.643  17.498 -17.260   0.049  -9.945 -10.433  -1.778  17.778   8.168
474   -14.424  14.227  -2.662  17.327 -23.011  -7.691  18.419 -16.869   0.171 -10.938  -9.585  -2.307  18.481   7.457
475   -15.146  13.536  -2.770  18.321 -22.864  -6.701  19.413 -16.975   0.770 -10.138  -8.841  -1.639  19.135   8.213
476   -14.319  12.972  -1.806  18.587 -23.466  -5.903  18.461 -16.670   1.769 -10.086  -7.901  -1.298  20.115   8.013
477   -15.205  12.507  -1.751  17.589 -22.480  -5.735  17.847 -17.460   0.769 -10.105  -7.289  -0.507  20.977   8.520
478   -14.590  11.718  -2.543  18.199 -22.794  -6.684  18.244 -16.542  -0.125  -9.657  -7.496   0.471  21.014   9.520
479   -14.342  12.686  -3.174  18.975 -23.238  -5.789  17.277 -16.288  -0.280 -10.645  -7.210   1.430  21.984   9.277
480   -14.203  13.676  -3.493  19.923 -22.745  -6.659  16.487 -16.902   0.391 -11.386  -7.730   0.575  21.092   8.824
481   -14.994  14.289  -3.132  20.855 -23.005  -5.693  17.469 -16.709  -0.308 -10.672  -8.554   0.009  21.891   8.223
482   -14.127  14.786  -4.073  20.518 -23.733  -6.378  18.288 -16.136   0.630 -11.017  -8.946  -0.911  22.672   8.847
483   -14.880  15.444  -4.800  21.206 -23.400  -5.436  18.397 -17.130   0.474 -12.004  -9.009   0.087  22.759   9.843
484   -14.068  16.028  -4.849  20.207 -24.355  -5.139  17.492 -17.555  -0.118 -11.198  -8.541  -0.797  22.173   9.033
485   -15.029  16.304  -5.795  19.882 -25.348  -5.019  18.278 -18.173   0.804 -10.810  -7.876  -1.543  22.804   9.809
486   -16.020  16.173  -6.063  20.845 -26.347  -5.051  17.473 -18.766   1.600 -10.205  -8.693  -0.967  23.274  10.691
487   -15.147  15.685  -6.807  20.177 -25.458  -5.507  18.138 -19.512   0.743 -10.721  -7.706  -1.131  24.098  11.258
488   -15.677  14.837  -6.075  19.496 -26.426  -5.259  19.075 -19.164   1.361  -9.934  -8.367  -0.380  24.218  12.251
489   -16.196  15.692  -7.073  19.546 -25.744  -5.990  19.781 -19.873   0.635  -9.246  -7.723  -1.145  23.933  13.210
490   -15.344  15.169  -7.042  20.545 -24.842  -5.559  20.724 -19.539   0.017  -8.460  -8.372  -0.384  24.071  12.219
491   -14.398  14.844  -6.155  21.007 -25.533  -4.836  21.539 -20.118  -0.652  -7.716  -9.151  -1.012  23.120  11.912
492   -13.519  14.367  -5.403  20.348 -25.555  -5.836  22.538 -20.082   0.088  -7.044  -8.151  -0.996  22.171  12.229
493   -12.990  13.518  -4.407  20.444 -26.509  -5.536  23.410 -19.593   1.086  -7.111  -8.643  -0.125  22.356  13.212
494   -12.010  13.324  -3.631  19.813 -26.232  -4.575  23.936 -20.444   2.085  -7.151  -7.806  -0.673  23.356  13.202
495   -11.746  12.359  -4.624  19.935 -25.370  -5.083  24.919 -20.627   1.810  -8.113  -7.504   0.281  22.413  13.535
496   -11.211  13.204  -5.518  19.487 -26.369  -5.131  23.955 -20.362   2.011  -9.092  -6.504   0.265  23.238  12.970
497   -11.197  12.204  -5.445  18.490 -25.445  -4.749  22.955 -20.381   1.041  -9.333  -6.066   1.163  22.599  13.738
498   -10.612  11.393  -6.380  18.137 -26.407  -5.021  22.097 -19.867   1.629 -10.141  -5.159   1.585  21.904  14.458
499    -9.838  10.760  -7.374  18.246 -27.355  -4.703  23.096 -19.906   2.463 -10.692  -4.389   0.947  22.883  14.665
500   -10.802  11.025  -6.885  19.118 -26.879  -5.582  22.767 -20.850   2.875 -11.604  -4.976   0.138  22.392  15.536
501   -11.772  11.270  -7.780  19.564 -25.894  -5.410  22.993 -19.876   3.831 -11.896  -5.348  -0.790  22.371  16.535
502   -11.100  10.530  -8.585  20.158 -25.182  -4.708  22.378 -19.087   4.327 -11.028  -5.070  -1.751  21.675  17.254
503   -10.237  11.035  -7.835  20.820 -25.953  -5.345  23.161 -18.465   3.795 -11.875  -5.900  -2.308  22.543  16.757
504    -9.365  11.524  -8.186  21.756 -26.581  -6.123  23.961 -17.865   4.783 -12.034  -4.905  -2.406  21.629  17.164
505    -9.975  12.317  -8.015  20.771 -26.291  -7.080  23.392 -18.688   3.828 -11.737  -3.988  -2.009  22.270  16.396
506   -10.718  11.647  -7.136  21.249 -27.152  -7.589  22.627 -18.044   4.341 -10.879  -4.899  -2.420  23.265  16.287
507   -10.326  12.567  -8.036  21.686 -26.664  -6.716  23.358 -17.362   3.650 -10.157  -5.672  -1.786  23.075  17.269
508   -11.052  11.879  -7.605  22.588 -27.456  -6.106  23.435 -16.365   3.590 -11.155  -5.359  -2.736  23.377  16.316
509   -10.301  12.540  -8.594  22.739 -27.810  -5.171  23.790 -15.430   2.615 -11.374  -4.723  -1.964  24.276  16.753
510    -9.643  11.786  -9.187  21.934 -27.784  -6.171  23.743 -16.428   2.779 -10.388  -5.495  -1.329  24.332  17.751
511   -10.324  11.053  -8.309  21.455 -26.985  -5.570  23.226 -15.572   2.011 -11.028  -5.030  -0.444  24.620  18.709
512   -10.169  12.041  -8.411  22.450 -26.476  -6.431  23.970 -14.904   1.598 -11.939  -4.778   0.523  25.200  17.894
513    -9.223  11.717  -7.413  22.374 -25.762  -5.730  23.304 -14.158   0.794 -12.534  -5.767   0.373  24.215  17.720
514    -9.892  10.974  -7.450  21.375 -25.032  -5.047  23.940 -14.929   0.980 -11.551  -4.799   0.627  25.051  17.171
515   -10.593  11.688  -8.311  21.884 -25.100  -4.049  24.910 -14.685   0.246 -10.872  -4.381  -0.282  24.527  16.320
516    -9.790  12.283  -9.311  21.881 -24.417  -4.780  25.838 -14.312  -0.487 -11.552  -3.568   0.301  24.054  17.201
517    -9.190  11.483  -9.447  20.890 -24.709  -5.736  24.975 -14.818  -0.005 -10.676  -3.760  -0.681  23.057  17.274
518    -8.724  10.598  -9.970  20.038 -25.162  -6.628  25.936 -14.539  -0.625  -9.891  -3.194   0.144  22.243  17.855
519    -8.054   9.855  -9.414  20.869 -24.403  -7.280  25.180 -15.194  -1.036  -8.980  -2.277  -0.256  23.209  17.597
520    -7.322  10.537  -8.799  21.658 -25.019  -6.492  25.233 -16.193  -0.563  -8.099  -2.921  -1.020  22.214  17.502
521    -6.623   9.822  -9.419  22.442 -24.039  -6.297  24.725 -17.054  -0.132  -7.197  -1.975  -0.698  22.376  16.516
522    -7.272   9.061 -10.380  22.719 -23.339  -5.582  23.997 -17.740  -0.916  -6.577  -2.494   0.156  22.555  17.500
523    -6.699   8.242 -10.812  23.621 -24.034  -4.863  24.825 -17.179  -0.131  -7.196  -1.754  -0.516  23.518  17.229
524    -7.601   7.811 -10.011  24.220 -23.221  -4.281  24.048 -16.548   0.661  -7.807  -2.619  -0.014  24.192  17.968
525    -7.899   6.856  -9.202  24.808 -23.327  -3.287  24.132 -17.545   1.002  -8.747  -1.635   0.169  23.664  18.817
526    -7.001   6.415  -8.906  23.853 -23.955  -2.509  25.132 -17.535   1.932  -8.379  -0.977   0.922  22.692  19.053
527    -7.698   7.132  -9.575  23.109 -23.180  -3.141  25.199 -18.533   1.019  -7.969  -0.338   0.153  23.572  18.579
528    -7.829   8.124  -9.516  24.108 -23.926  -3.808  24.630 -19.355   1.006  -6.969   0.460   0.756  22.815  19.232
529    -7.035   7.515 -10.443  24.483 -23.905  -2.808  24.919 -18.398   0.034  -6.733   1.359   1.194  23.603  19.849
530    -7.704   6.771 -10.092  25.419 -24.521  -2.020  24.777 -19.388   0.927  -6.283   0.438   0.805  22.982  20.633
531    -7.292   7.683  -9.101  25.287 -23.533  -1.868  23.787 -19.527   0.938  -5.283   1.436   0.754  23.000  19.633
532    -7.291   6.683  -9.035  26.285 -24.420  -2.330  23.046 -18.855   0.273  -6.031   2.293   1.269  23.637  20.404
533    -6.300   6.819  -8.539  25.417 -24.177  -1.360  22.752 -19.810   0.788  -6.889   2.453   2.257  24.411  19.770
534    -6.185   5.826  -9.311  24.781 -25.156  -1.560  21.837 -19.408   0.970  -7.872   1.463   2.399  24.942  18.923
535    -5.883   4.872  -8.632  25.515 -25.778  -2.343  20.940 -18.966   1.516  -8.710   0.533   2.767  25.807  19.425
536    -6.474   4.066  -8.847  24.539 -24.814  -2.079  20.163 -18.337   0.599  -9.108   1.478   2.439  26.602  20.031
537    -7.462   4.220  -8.563  25.497 -25.598  -1.458  19.621 -19.178   0.845 -10.078   0.510   2.187  27.329  19.344
538    -7.694   5.193  -9.127  24.672 -26.200  -2.257  18.633 -19.329   1.740  -9.631   1.362   1.663  26.462  19.842
539    -8.008   4.244  -8.191  24.320 -26.835  -3.029  17.654 -19.126   2.148  -8.718   2.160   2.265  26.315  20.831
540    -8.579   3.422  -7.297  23.873 -27.818  -3.211  16.749 -19.552   3.106  -9.004   2.190   3.264  25.986  19.887
541    -9.364   4.041  -6.524  24.508 -26.855  -3.481  17.677 -19.925   3.235  -9.995   3.125   3.619  25.037  20.199
542   -10.344   3.840  -7.012  23.634 -25.904  -3.171  16.872 -19.332   2.274  -9.721   2.498   2.841  24.076  19.921
543    -9.387   3.549  -8.009  23.707 -26.623  -3.867  17.843 -19.094   1.284  -9.576   2.885   3.763  24.554  19.043
544    -9.094   4.505  -8.538  22.858 -27.617  -3.979  18.833 -18.954   2.243  -9.859   2.256   2.985  25.547  18.926
545    -8.769   5.451  -9.250  23.561 -28.357  -4.651  19.575 -19.625   1.531 -10.560   2.040   3.962  24.788  18.275
546    -7.828   5.113  -9.127  22.568 -29.227  -4.159  20.574 -19.686   2.505 -10.785   2.967   3.587  25.466  17.540
547    -7.868   6.112  -9.530  23.483 -28.557  -3.416  19.825 -20.349   1.587 -10.389   2.790   2.603  26.255  18.154
548    -7.143   6.801  -8.959  24.304 -29.458  -3.849  19.274 -19.514   2.350 -11.036   3.693   3.033  25.320  17.800
549    -7.768   6.020  -9.181  23.329 -28.782  -3.113  18.787 -18.641   1.826 -11.888   3.074   3.819  25.766  16.904
550    -8.322   5.188  -9.844  22.581 -29.781  -3.071  19.752 -18.377   1.605 -10.912   3.753   3.084  26.456  16.180
551    -7.743   4.373  -9.581  23.545 -30.457  -2.334  20.667 -18.780   2.375 -10.275   4.399   2.321  26.895  17.079
552    -8.547   3.778  -8.951  24.322 -29.462  -2.431  20.613 -19.779   1.690  -9.546   4.825   1.417  26.039  16.563
553    -8.483   4.776  -9.741  23.708 -28.727  -3.109  21.533 -19.386   1.063  -8.767   5.782   1.126  25.729  17.514
554    -8.860   3.850  -8.777  23.975 -29.706  -2.906  22.139 -18.591   0.371  -9.489   6.720   0.779  26.618  17.972
555    -8.199   4.600  -8.119  24.728 -30.692  -2.741  22.243 -17.597   1.028 -10.242   5.981   1.453  27.503  17.506
556    -7.790   3.687  -7.249  25.221 -29.711  -2.933  21.741 -16.732   0.492 -11.087   5.198   2.075  28.267  18.151
557    -6.909   3.214  -6.554  24.501 -30.355  -3.699  21.003 -17.406   1.426 -10.728   6.170   2.307  27.288  17.950
558    -6.412   4.082  -5.884  25.243 -31.173  -4.274  20.050 -17.711   1.096 -11.672   6.978   2.897  27.764  17.071
559    -5.460   4.388  -6.590  25.951 -31.853  -3.541  21.014 -17.443   0.464 -12.447   6.928   1.899  28.699  17.427
560    -6.406   4.713  -6.963  26.879 -32.022  -4.526  21.580 -18.267  -0.285 -13.109   6.422   2.761  29.558  17.939
561    -5.993   3.803  -7.471  27.740 -33.022  -4.486  22.095 -19.124  -0.965 -12.375   7.402   2.562  30.500  17.604
562    -6.354   2.870  -7.882  28.652 -33.084  -3.488  21.150 -18.795  -0.372 -13.180   7.766   3.494  31.483  17.421
563    -6.790   1.970  -8.094  27.674 -33.657  -4.308  21.666 -17.938   0.588 -13.461   7.497   2.530  32.097  18.210
564    -6.160   2.747  -7.095  27.689 -34.005  -5.246  22.418 -18.597  -0.273 -13.969   6.585   2.120  32.930  18.765
565    -5.890   1.785  -7.486  28.609 -33.645  -4.312  22.150 -17.634  -0.938 -14.716   6.997   3.032  33.903  18.534
566    -6.817   1.411  -8.471  28.783 -34.071  -5.217  21.243 -17.211   0.005 -14.383   7.489   3.902  32.905  18.596
567    -6.981   2.398  -8.057  27.872 -33.178  -4.767  22.168 -17.590  -0.668 -15.123   8.406   3.504  31.925  18.800
568    -5.984   2.473  -7.396  28.623 -33.782  -5.564  23.042 -17.104   0.322 -15.265   7.558   2.975  32.475  17.964
569    -5.102   2.945  -8.278  28.150 -33.054  -4.878  23.197 -16.116   0.070 -16.233   8.558   2.981  33.277  17.366
570    -5.197   3.941  -7.768  29.011 -32.727  -3.933  22.198 -16.160   0.024 -17.232   8.505   1.982  32.493  17.987
571    -4.315   4.412  -6.781  28.852 -33.072  -2.995  21.371 -16.721   0.953 -17.602   7.519   2.149  32.171  17.040
572    -4.588   5.374  -7.477  29.570 -33.675  -2.197  22.204 -17.275   1.946 -17.482   6.922   2.951  32.382  16.062
573    -4.951   6.306  -6.487  29.711 -34.227  -1.363  22.856 -16.517   2.254 -18.433   7.304   2.027  31.783  16.863
574    -4.117   6.857  -5.660  29.148 -34.833  -2.159  23.163 -15.565   1.882 -17.505   6.563   1.355  31.128  17.618
575    -3.226   7.313  -6.191  28.300 -35.826  -2.039  23.906 -14.896   0.898 -17.684   7.196   2.130  32.093  17.879
576    -4.116   6.857  -7.067  27.818 -36.533  -2.747  24.720 -14.315   0.224 -18.423   8.189   2.245  32.741  17.118
577    -3.120   6.775  -6.707  28.751 -35.542  -2.881  23.750 -14.560   1.074 -17.895   8.426   3.217  31.782  17.403
578    -3.115   5.775  -7.332  27.970 -36.025  -2.006  24.330 -13.745   1.292 -18.871   7.744   2.486  30.886  17.847
579    -3.022   4.779  -6.332  27.932 -36.123  -1.011  25.286 -14.037   0.360 -19.235   6.797   2.805  30.199  17.121
580    -2.729   3.823  -6.149  28.915 -36.733  -1.803  26.013 -13.351  -0.475 -18.686   7.699   2.373  29.361  17.667
581    -1.940   3.208  -7.067  29.311 -37.673  -2.145  25.188 -13.915  -0.332 -19.676   8.464   3.017  28.829  16.820
582    -1.276   2.461  -8.066  29.331 -38.672  -2.186  25.981 -14.524  -0.241 -20.671   9.263   2.415  28.812  15.820
583    -2.272   2.545  -8.731  28.583 -39.640  -2.436  25.567 -13.613  -0.864 -19.889   9.115   3.404  29.294  14.944
584    -2.486   1.568  -9.625  29.030 -38.857  -1.814  25.182 -12.691  -0.115 -20.552   8.856   2.438  29.656  15.876
585    -2.212   0.607 -10.397  28.393 -39.451  -1.010  24.586 -13.494   0.738 -21.074   8.518   3.379  28.697  15.592
586    -2.843   1.382 -11.298  27.960 -38.540  -0.598  24.239 -14.432   1.167 -20.170   7.690   3.941  28.795  14.597
587    -2.044   1.983 -11.929  27.184 -38.080   0.290  24.984 -15.098   0.366 -19.572   7.915   2.966  27.996  13.995
588    -1.559   1.108 -12.920  27.049 -38.796   0.989  24.507 -14.219   1.350 -19.396   7.156   3.617  28.136  14.985
589    -1.031   0.259 -11.928  26.921 -39.007   1.966  24.865 -15.153   2.340 -19.537   7.243   4.613  27.987  13.996
590    -0.132   0.698 -12.180  27.889 -38.061   2.290  25.776 -15.564   2.255 -20.534   6.245   4.672  28.641  14.752
591    -1.058   1.075 -12.897  28.586 -37.352   2.994  26.579 -14.968   2.895 -21.303   7.130   4.207  28.285  15.687
592    -0.601   1.965 -13.819  28.973 -36.638   2.294  25.890 -15.692   3.718 -21.870   7.066   5.205  27.528  16.341
593    -0.051   2.800 -13.078  29.644 -35.688   2.608  26.869 -15.488   2.931 -22.487   8.060   5.311  28.125  15.538
594     0.782   3.354 -14.070  29.767 -35.927   1.637  26.059 -16.074   2.667 -23.452   8.430   6.240  29.077  15.231
595     1.108   2.408 -13.462  30.561 -36.685   2.290  26.121 -17.073   3.164 -22.584   9.377   5.921  29.907  15.788
596     1.263   1.420 -12.905  29.730 -36.594   3.286  25.473 -17.835   2.864 -21.630   9.549   4.935  30.815  15.370
597     1.384   2.413 -12.521  30.654 -37.071   2.407  26.345 -18.325   3.709 -21.096   8.742   5.525  31.814  15.329
598     0.392   2.281 -12.438  29.657 -36.097   2.178  26.003 -19.265   3.429 -22.056   9.741   5.561  32.774  15.049
599     1.320   1.908 -12.366  28.660 -35.302   1.572  25.006 -19.197   3.033 -21.137   8.837   5.989  33.717  14.716
600     0.826   1.039 -12.744  29.586 -36.187   2.037  26.006 -19.177   3.284 -22.105   9.810   6.221  34.711  14.601
601     1.487   0.288 -13.724  29.783 -35.418   1.397  25.989 -20.177   2.501 -21.483  10.785   6.000  33.845  15.102
602     1.147  -0.652 -14.694  30.027 -35.024   0.479  25.272 -19.480   3.494 -21.363  10.545   5.029  32.930  14.699
603     1.859  -1.353 -15.538  29.491 -34.337   1.205  26.204 -19.118   2.806 -22.089  10.831   4.070  33.632  15.411
604     0.859  -1.348 -14.669  28.996 -35.123   0.588  25.586 -19.904   3.793 -21.929  10.078   4.729  33.372  14.445
605     0.072  -1.965 -13.821  29.527 -34.571  -0.246  24.906 -19.171   4.635 -21.390   9.804   3.767  32.397  14.668
606    -0.331  -2.880 -13.957  30.518 -33.675  -0.689  24.305 -18.372   3.919 -20.692   9.777   4.767  33.345  14.350
607    -0.095  -3.852 -13.437  31.372 -34.360  -1.417  24.387 -19.369   3.273 -21.455   8.940   4.220  34.293  14.033
608    -1.075  -3.653 -12.473  31.639 -35.281  -1.028  24.900 -20.227   3.008 -22.419   8.299   3.452  35.282  14.185
609    -0.274  -4.252 -11.501  31.870 -35.685  -1.942  24.798 -19.232   2.249 -21.767   9.145   3.986  35.047  15.157
610    -0.740  -5.136 -10.753  31.207 -36.261  -2.759  25.257 -20.121   2.947 -22.484  10.109   3.720  34.950  16.152
611    -0.701  -6.135  -9.900  30.683 -36.754  -1.889  25.835 -19.305   3.783 -21.936  10.626   2.864  35.825  15.668
612    -0.809  -7.129 -10.498  31.486 -36.704  -2.888  25.111 -19.995   4.603 -22.508  11.316   3.588  34.918  16.089
613    -1.396  -7.939 -11.325  32.048 -37.465  -2.239  25.726 -20.783   4.542 -21.510  10.788   2.739  34.222  16.807
614    -2.394  -8.003 -10.663  31.298 -37.387  -3.236  24.769 -20.493   4.952 -20.598   9.931   3.254  35.163  17.147
615    -3.000  -7.207  -9.778  30.832 -37.535  -4.225  25.600 -19.936   3.997 -20.893  10.898   3.001  35.950  16.531
616    -3.259  -8.173  -9.449  31.777 -38.517  -4.033  25.991 -19.016   3.325 -20.152  10.211   2.275  35.203  17.194
617    -2.265  -8.284  -9.935  32.651 -38.598  -3.036  25.517 -19.896   4.189 -20.655   9.573   1.505  34.232  17.435
618    -1.333  -8.644 -10.831  33.095 -37.720  -3.514  25.596 -18.899   5.090 -20.222  10.175   2.303  34.886  16.678
619    -1.979  -7.881 -10.399  33.996 -38.713  -3.395  24.923 -18.159   5.568 -19.343  10.800   3.083  35.273  17.600
620    -0.990  -8.033  -9.652  34.661 -39.571  -2.882  25.634 -17.455   4.582 -19.176  11.238   3.983  34.619  16.844
621    -0.578  -8.944 -10.642  34.524 -40.310  -3.555  26.338 -18.164   4.576 -20.176  11.890   4.741  34.807  17.826
622     0.226  -9.539 -11.228  35.335 -41.262  -3.862  27.289 -18.475   3.637 -20.519  12.338   3.848  35.283  18.706
623    -0.645 -10.030 -11.710  34.458 -42.261  -3.811  27.865 -19.293   4.237 -19.718  13.132   4.457  35.933  19.465
624    -1.570 -10.410 -11.573  33.468 -42.912  -3.052  26.887 -19.504   3.463 -19.084  13.393   5.422  35.068  18.964
625    -2.563 -10.526 -12.365  34.078 -42.590  -3.998  26.114 -18.870   4.028 -18.259  13.098   4.467  34.068  19.008
626    -2.249  -9.577 -11.811  34.910 -41.774  -3.419  26.448 -19.812   3.087 -17.922  14.042   4.798  34.923  18.488
627    -3.240  -9.707 -11.703  33.916 -41.485  -2.462  25.475 -20.042   2.390 -17.205  14.761   4.103  33.942  18.290
628    -2.412  -9.147 -11.178  33.065 -40.792  -1.741  24.617 -19.528   3.142 -16.547  15.713   4.408  34.846  18.720
629    -3.408  -9.235 -12.083  33.491 -40.252  -2.583  23.617 -19.528   3.939 -17.150  16.711   4.473  35.811  18.981
630    -4.070  -9.984 -11.640  32.594 -39.459  -3.192  24.607 -19.385   3.227 -17.852  16.167   3.634  35.362  19.874
631    -4.042 -10.984 -11.609  33.594 -39.188  -4.155  25.556 -19.700   2.252 -17.634  15.609   2.804  36.020  20.627
632    -4.115  -9.987 -12.528  33.989 -38.627  -3.327  24.849 -18.993   1.572 -16.900  14.820   2.190  35.167  21.150
