step      Walk1           Walk2           Walk3           Walk4           Walk5           Walk6           Walk7      
           x1      y1      x2      y2      x3      y3      x4      y4      x5      y5      x6      y6      x7      y7
206   -14.816  19.782   3.367   3.997  10.956   2.179  -2.826  -5.704 -11.160  -0.470  -1.627  -4.308  13.419   9.090
207   -14.759  18.783   4.204   3.450  10.069   2.640  -3.561  -5.026 -10.394   0.173  -0.972  -3.553  14.061   8.323
208   -15.359  17.983   3.778   4.355   9.991   1.644  -2.778  -4.404 -10.830  -0.727  -1.607  -2.780  13.076   8.498
209   -15.623  17.018   2.809   4.601  10.014   2.643  -2.435  -5.344 -11.625  -0.120  -2.606  -2.820  13.787   9.202
210   -14.632  16.883   3.602   5.210   9.124   3.098  -3.385  -5.029 -11.054   0.701  -2.378  -3.793  14.787   9.188
211   -13.632  16.910   4.007   4.296   9.743   3.883  -2.773  -5.820 -12.045   0.567  -3.267  -4.253  15.619   9.744
212   -13.282  17.846   3.412   5.100  10.207   2.996  -3.732  -5.537 -13.025   0.369  -2.697  -5.074  14.619   9.782
213   -12.780  18.711   3.150   4.135  10.808   3.795  -4.565  -4.985 -13.588  -0.458  -3.435  -5.749  14.994  10.709
214   -12.240  19.553   3.837   3.408  11.328   4.650  -3.597  -5.235 -12.608  -0.659  -4.330  -5.303  14.508   9.835
215   -11.324  19.953   3.021   2.829  11.795   5.534  -3.993  -6.154 -11.746  -1.165  -5.324  -5.411  14.131  10.762
216   -11.970  20.716   3.551   1.981  12.776   5.339  -3.047  -6.478 -11.554  -2.147  -6.136  -4.827  13.510   9.978
217   -11.126  21.252   4.247   2.699  11.777   5.293  -3.036  -5.478 -11.512  -1.148  -5.194  -5.164  14.508   9.921
218   -10.368  21.904   4.555   3.651  10.923   5.812  -2.040  -5.562 -10.785  -1.834  -4.466  -4.479  14.629   8.928
219    -9.673  21.186   3.937   2.864  11.541   5.026  -1.070  -5.319 -10.009  -2.465  -5.195  -5.163  13.913   9.626
220   -10.113  22.084   2.988   3.177  12.526   4.854  -0.177  -4.870 -10.771  -3.113  -5.888  -4.442  13.794  10.619
221   -10.888  22.716   2.302   2.450  11.576   5.166  -1.040  -4.365 -11.760  -3.264  -6.438  -3.607  14.091  11.574
222   -11.101  23.693   3.290   2.601  12.258   4.435  -0.202  -3.820 -10.969  -2.652  -6.626  -4.589  13.176  11.979
223   -12.078  23.483   2.936   3.536  11.720   3.592   0.320  -4.673 -11.878  -2.235  -5.678  -4.905  13.588  11.068
224   -11.211  23.981   3.763   2.974  12.427   4.299   0.212  -5.667 -11.337  -1.395  -6.302  -4.124  13.514  12.065
225   -11.235  22.981   3.948   3.957  13.135   5.006   0.645  -4.765 -10.910  -0.490  -7.292  -3.988  12.654  11.555
226   -11.999  23.625   4.516   3.134  13.979   4.469   0.341  -3.812 -10.375   0.355  -6.302  -4.124  12.964  10.604
227   -12.917  24.022   5.505   3.285  12.987   4.344  -0.659  -3.812  -9.422   0.655  -5.463  -3.580  13.663  11.319
228   -13.532  23.234   4.590   2.882  12.664   3.398   0.202  -3.304 -10.410   0.505  -5.489  -2.580  14.009  12.258
229   -14.136  22.437   4.988   1.964  11.773   2.943  -0.797  -3.338 -10.176   1.477  -4.521  -2.829  13.469  13.099
230   -13.309  21.875   4.091   2.407  10.782   2.809  -1.619  -3.907 -10.952   2.108  -3.939  -3.642  13.557  14.095
231   -14.205  22.320   3.626   3.293  11.416   2.035  -2.546  -3.532 -11.358   1.194  -4.937  -3.568  13.245  13.145
232   -14.952  21.656   4.621   3.193  11.930   2.893  -1.808  -2.858 -10.899   0.306  -5.616  -4.302  14.240  13.245
233   -14.084  21.160   3.652   2.945  11.152   3.521  -1.098  -3.562 -10.166  -0.375  -6.020  -3.387  14.107  12.253
234   -13.196  21.619   4.364   3.647  11.428   4.482  -1.955  -3.047  -9.203  -0.645  -6.457  -2.488  14.042  13.251
235   -14.191  21.513   3.555   4.234  10.796   3.707  -0.965  -3.191  -9.853   0.115  -7.333  -2.971  14.912  13.745
236   -13.821  22.442   4.278   4.924  10.725   4.704  -0.946  -4.191  -9.502   1.051  -8.286  -3.274  15.651  14.418
237   -13.522  21.488   5.237   4.641  10.579   5.694   0.047  -4.073  -9.353   2.040  -8.305  -4.274  16.346  13.699
238   -12.826  20.769   4.735   3.776  10.556   4.694   0.633  -4.883  -8.520   2.594  -8.824  -3.419  15.427  13.303
239   -11.850  20.553   4.820   2.780   9.591   4.431   1.345  -5.585  -9.475   2.295  -7.927  -3.862  15.893  12.418
240   -10.918  20.914   5.587   3.422  10.574   4.617   0.987  -4.652  -9.896   1.388  -6.941  -4.027  16.093  11.438
241   -10.696  19.939   5.189   4.340   9.966   5.411   1.368  -5.576  -8.986   1.804  -6.095  -3.494  15.145  11.118
242   -11.126  19.036   5.208   5.339   8.980   5.245   1.825  -6.466  -8.134   2.328  -7.093  -3.561  16.108  10.846
243   -11.905  18.408   5.815   6.134   8.129   5.770   1.122  -7.177  -8.510   1.401  -7.692  -2.760  16.592   9.971
244   -12.465  17.580   4.924   6.588   8.969   6.312   0.533  -7.986  -8.342   2.386  -8.525  -3.314  17.344  10.630
245   -11.773  18.302   5.324   5.672   8.751   5.336  -0.459  -7.863  -8.274   1.389  -8.306  -4.290  18.019  11.368
246   -12.489  17.604   6.021   6.389   9.437   4.608  -1.206  -8.528  -8.982   0.682  -8.369  -5.288  17.670  12.305
247   -12.798  16.653   6.708   5.662   8.601   5.158  -0.313  -8.076  -8.539   1.579  -7.953  -6.198  18.670  12.283
248   -13.287  15.781   6.189   6.517   8.434   6.144   0.665  -8.283  -9.517   1.788  -7.228  -5.510  19.664  12.390
249   -12.964  16.727   7.057   7.013   7.648   6.762  -0.183  -8.814  -8.803   1.088  -7.344  -6.503  20.525  11.882
250   -13.964  16.709   6.383   7.752   7.490   5.775  -0.258  -7.816  -9.605   1.685  -6.354  -6.639  19.803  12.574
251   -13.265  15.994   7.230   7.220   8.237   5.110  -0.081  -8.801  -8.986   2.470  -6.075  -7.599  20.509  11.866
252   -12.662  15.196   7.039   8.202   8.828   5.916   0.707  -9.417  -8.103   2.000  -6.124  -8.598  19.553  11.573
253   -11.769  15.646   6.043   8.109   7.884   5.589   1.562  -9.936  -7.829   1.039  -6.977  -9.120  19.077  12.452
254   -12.323  14.813   6.592   7.273   8.370   4.715   2.547  -9.766  -8.745   0.638  -7.602  -8.340  18.404  11.713
255   -11.839  13.938   7.551   7.557   8.725   3.780   2.105 -10.662  -8.656  -0.358  -8.332  -7.656  17.851  10.880
256   -12.085  14.908   6.637   7.964   9.552   3.218   1.111 -10.774  -9.526   0.135  -8.805  -6.775  18.448  10.077
257   -11.589  15.776   5.992   8.728   8.582   2.978   0.357 -10.118  -8.937  -0.673  -8.657  -5.786  19.297   9.550
258   -12.584  15.680   5.242   9.390   9.365   3.599   1.138  -9.494  -9.897  -0.392  -9.343  -6.513  19.910  10.340
259   -12.606  16.680   6.241   9.433   8.764   4.398   0.341  -8.889 -10.624   0.294  -9.881  -5.670  20.460  11.175
260   -12.113  15.809   5.504   8.757   9.525   3.750  -0.226  -9.712  -9.744  -0.181 -10.859  -5.881  19.889  10.355
261   -13.004  16.263   6.284   9.384   8.745   3.124   0.226 -10.604  -9.250  -1.050  -9.920  -6.225  20.257  11.284
262   -13.843  16.809   6.244  10.383   9.735   2.982  -0.768 -10.501 -10.193  -0.717  -8.927  -6.107  20.333  12.281
263   -13.122  17.502   7.023  11.009   8.735   2.958  -1.528 -11.152  -9.561  -1.492  -9.912  -5.935  20.756  11.375
264   -12.526  16.699   7.171  11.998   9.304   2.136  -2.489 -11.427  -9.158  -2.407  -9.063  -6.463  21.629  10.887
265   -13.337  16.113   8.070  12.436   8.615   1.411  -3.251 -10.779  -8.300  -1.894  -8.329  -5.784  21.035  11.692
266   -12.341  16.202   8.444  13.364   7.658   1.700  -3.991 -11.452  -8.537  -0.922  -9.270  -6.121  21.843  11.103
267   -13.111  16.840   7.887  14.194   8.146   2.573  -3.298 -12.173  -8.741  -1.901 -10.061  -6.733  21.397  10.208
268   -13.647  17.684   7.236  14.953   7.487   1.820  -3.933 -11.400  -9.098  -2.836 -10.867  -6.140  21.891  11.078
269   -12.931  18.383   6.549  15.679   8.363   1.337  -3.878 -12.399  -9.547  -3.729 -10.042  -6.706  22.890  11.089
270   -13.671  19.056   5.569  15.478   7.366   1.415  -4.820 -12.065  -9.691  -4.719 -10.611  -5.883  21.906  11.264
271   -13.441  20.029   5.694  16.470   6.578   2.031  -3.987 -12.618 -10.343  -5.477 -11.611  -5.864  22.653  10.600
272   -14.405  19.761   6.403  15.764   7.348   2.668  -3.438 -13.454 -11.183  -4.934 -12.284  -5.124  22.429   9.625
273   -13.822  18.949   5.484  16.159   8.233   2.201  -3.669 -12.481 -10.931  -3.966 -11.290  -5.016  21.765  10.373
274   -12.823  18.893   5.792  15.208   9.014   1.577  -2.846 -13.048 -10.103  -3.406 -10.426  -5.520  21.155   9.580
275   -11.945  18.415   5.365  14.303   9.686   0.836  -1.949 -12.606  -9.708  -2.487 -10.867  -4.622  20.809   8.642
276   -12.263  17.467   6.357  14.173  10.658   1.068  -0.972 -12.389  -8.730  -2.277 -10.461  -3.708  20.151   9.395
277   -11.702  18.295   7.335  13.967  11.602   0.737  -0.308 -11.641  -7.844  -2.740 -11.081  -2.923  19.225   9.774
278   -12.319  19.082   6.577  14.620  10.616   0.571   0.169 -12.520  -8.553  -2.036 -12.079  -2.868  20.068   9.235
279   -11.950  20.012   7.293  13.921   9.642   0.799   0.680 -11.660  -9.484  -1.669 -12.373  -1.912  19.880   8.253
280   -11.030  20.403   7.940  13.158   9.565  -0.198   0.840 -10.673  -8.529  -1.965 -12.904  -2.760  20.511   9.028
281   -11.160  19.412   6.942  13.095  10.348  -0.820   1.521 -11.406  -7.756  -1.331 -12.163  -3.431  19.580   8.664
282   -10.334  18.847   7.502  12.267  10.010   0.121   2.395 -11.892  -7.836  -0.334 -12.999  -3.980  20.498   8.267
283    -9.906  17.944   8.358  12.784  10.757   0.786   2.451 -12.891  -8.462  -1.114 -13.808  -4.568  21.496   8.206
284   -10.471  18.769   7.440  13.180  10.046   0.083   3.121 -12.149  -9.258  -1.719 -14.547  -5.241  21.618   7.214
285   -10.780  19.720   8.101  12.430   9.121   0.464   3.939 -12.723  -9.904  -0.955 -14.645  -6.236  22.611   7.099
286   -11.462  18.988   7.149  12.124   8.644  -0.415   4.918 -12.931 -10.615  -0.252 -15.551  -5.813  23.565   6.799
287   -11.614  19.976   8.149  12.155   8.486  -1.403   5.187 -11.968 -10.015   0.548 -16.526  -5.589  23.688   7.792
288   -12.201  20.786   8.859  12.859   8.809  -2.349   4.190 -12.042  -9.836   1.532 -16.976  -6.483  23.081   6.997
289   -12.833  20.011   8.036  13.428   8.021  -2.965   3.278 -11.632  -8.881   1.234 -17.020  -7.482  23.962   7.470
290   -13.831  19.946   7.429  14.222   8.175  -1.977   2.666 -12.423  -9.851   0.991 -16.783  -6.510  24.474   6.611
291   -13.908  20.943   7.461  15.222   9.136  -1.698   1.921 -13.089  -8.857   1.101 -17.697  -6.103  25.227   7.269
292   -13.424  21.819   7.726  14.258   8.649  -0.825   1.748 -14.074  -8.704   0.113 -17.087  -5.311  26.227   7.254
293   -12.526  22.259   6.727  14.288   7.692  -1.114   2.739 -14.210  -8.008  -0.605 -17.066  -6.311  27.016   6.639
294   -11.548  22.050   7.727  14.279   8.094  -2.030   3.446 -13.503  -7.291  -1.302 -17.677  -7.102  26.488   5.790
295   -10.600  22.368   6.947  14.905   9.094  -2.032   3.559 -12.509  -7.301  -2.302 -17.119  -7.932  26.961   6.671
296    -9.600  22.366   7.912  14.645   9.842  -2.695   2.944 -13.298  -6.660  -3.070 -16.226  -7.482  26.815   7.660
297   -10.593  22.246   7.352  15.473   8.842  -2.675   3.487 -14.138  -7.482  -2.501 -17.061  -6.931  27.462   6.897
298    -9.698  22.693   6.639  16.175   7.844  -2.729   4.450 -13.867  -7.375  -3.495 -17.815  -7.587  28.134   7.638
299   -10.559  22.184   7.401  16.823   7.225  -1.944   4.910 -14.754  -6.926  -4.388 -18.148  -8.530  27.867   8.601
300   -10.477  23.181   7.626  17.797   6.425  -1.344   4.117 -14.145  -7.022  -5.384 -18.357  -7.552  28.547   7.868
301    -9.627  22.655   8.429  18.393   7.043  -0.557   4.911 -14.753  -6.615  -4.470 -19.229  -7.062  28.757   6.890
302   -10.136  21.794   7.516  18.799   6.480   0.269   5.086 -13.768  -5.617  -4.413 -20.104  -7.546  28.053   6.180
303   -10.849  21.093   8.155  18.030   7.124  -0.496   4.124 -14.040  -6.182  -3.589 -19.132  -7.780  27.260   5.570
304    -9.899  21.404   8.898  17.362   7.256  -1.487   5.124 -14.043  -6.339  -4.576 -19.736  -8.576  26.984   6.531
305    -9.164  20.726   9.645  18.026   6.393  -0.983   5.804 -13.310  -7.312  -4.347 -18.783  -8.275  25.991   6.652
306    -9.887  21.416   9.053  17.221   5.662  -0.300   6.435 -12.534  -6.844  -5.231 -19.193  -7.363  26.730   5.979
307    -8.944  21.084   9.807  16.564   5.110  -1.134   7.246 -11.950  -5.904  -5.572 -18.473  -6.669  25.921   6.567
308    -9.712  20.443   8.924  16.095   4.576  -1.980   6.248 -11.893  -4.915  -5.421 -17.534  -6.324  26.802   7.040
309    -9.149  19.617   9.609  15.367   3.967  -2.773   6.413 -12.879  -4.545  -6.350 -16.650  -5.857  27.427   7.821
310    -9.089  20.615   8.640  15.119   3.565  -1.858   7.255 -12.339  -5.435  -5.896 -17.373  -6.548  27.773   8.759
311   -10.051  20.341   7.878  15.767   3.961  -0.939   6.561 -13.059  -4.778  -6.649 -17.718  -5.610  27.789   7.759
312   -11.017  20.085   6.881  15.690   3.231  -0.256   5.771 -12.445  -5.670  -6.197 -17.702  -6.610  28.221   6.858
313   -11.303  21.044   6.127  16.346   2.575  -1.011   5.917 -11.456  -5.220  -7.090 -17.028  -5.870  28.018   5.878
314   -12.232  21.413   5.437  17.070   1.583  -1.137   6.519 -10.658  -4.499  -6.397 -17.164  -6.861  28.861   5.340
315   -12.702  22.296   6.436  17.114   2.517  -0.779   5.914  -9.862  -5.489  -6.254 -16.447  -6.163  29.602   4.669
316   -11.796  22.719   5.472  16.850   3.061   0.060   6.906  -9.737  -5.848  -5.320 -16.245  -5.184  30.357   5.325
317   -10.923  23.207   6.423  16.540   3.716   0.815   6.265 -10.504  -6.467  -6.106 -15.397  -5.715  31.337   5.527
318   -10.134  22.592   5.845  15.724   2.976   1.488   7.166 -10.938  -7.274  -6.696 -15.160  -4.744  32.282   5.853
319   -10.168  21.593   5.919  16.721   2.405   0.667   6.709 -10.048  -7.822  -7.533 -14.379  -5.368  33.144   5.346
320   -10.973  22.186   5.922  17.721   2.464   1.665   7.356  -9.286  -6.875  -7.854 -15.225  -5.901  34.024   5.821
321   -11.791  22.760   5.799  16.729   1.484   1.863   6.523  -8.733  -6.851  -6.854 -14.311  -6.305  34.877   6.342
322   -10.807  22.937   5.945  15.740   1.860   2.789   7.515  -8.605  -5.852  -6.878 -13.442  -5.810  35.566   7.067
323    -9.854  23.240   5.989  14.740   2.501   2.021   6.723  -7.995  -4.882  -6.633 -12.474  -6.064  35.033   7.913
324   -10.686  23.796   6.916  14.365   1.516   1.846   7.592  -8.489  -5.874  -6.509 -12.374  -7.059  34.223   7.327
325    -9.693  23.916   7.729  13.783   1.204   0.896   8.537  -8.815  -6.467  -7.314 -13.042  -6.316  34.819   6.524
326    -8.914  24.544   7.516  12.805   0.379   0.331   9.398  -8.306  -6.750  -6.355 -12.044  -6.263  34.839   5.524
327    -8.337  23.727   8.450  12.447   0.223  -0.657   9.144  -7.339  -5.879  -6.846 -11.799  -5.294  35.822   5.342
328    -7.475  24.233   8.142  11.496  -0.468  -1.380  10.108  -7.075  -6.715  -6.297 -10.812  -5.450  36.365   4.502
329    -6.865  25.026   9.113  11.733   0.078  -2.218   9.111  -7.152  -7.253  -7.139 -11.630  -4.874  36.070   5.458
330    -7.598  24.346   8.579  10.888  -0.878  -2.511   9.688  -7.969  -7.794  -6.298 -12.175  -4.036  36.460   6.379
331    -6.635  24.075   9.369  11.501  -0.313  -3.336   9.806  -8.962  -7.169  -5.517 -12.730  -3.205  35.806   7.136
332    -5.849  23.458   9.807  10.602  -0.943  -4.113   9.510  -8.007  -6.169  -5.517 -13.507  -3.835  36.060   6.168
333    -5.759  22.462  10.529  11.294  -1.829  -3.648   9.985  -8.887  -5.173  -5.606 -12.621  -4.299  36.038   7.168
334    -6.223  23.348  11.451  10.908  -1.028  -3.050   9.341  -8.122  -6.167  -5.500 -12.398  -5.274  35.965   8.165
335    -6.345  22.356  12.396  11.237  -0.891  -4.041  10.084  -7.453  -6.260  -4.504 -12.998  -6.074  35.101   8.669
336    -6.357  23.356  11.602  10.629  -0.499  -4.961   9.484  -6.654  -7.101  -3.963 -13.833  -5.523  34.710   9.589
337    -6.695  22.414  10.612  10.773  -0.558  -5.959  10.219  -5.976  -6.566  -3.118 -14.589  -6.177  34.243  10.474
338    -7.122  23.319  10.404  11.751  -0.422  -6.950   9.929  -5.019  -6.407  -4.105 -13.868  -5.484  35.054   9.888
339    -6.808  22.370  11.207  11.156  -1.392  -7.192  10.879  -4.707  -7.372  -3.842 -14.751  -5.953  35.559   9.025
340    -6.286  23.223  10.577  11.932  -2.146  -7.850  11.600  -4.014  -6.711  -4.592 -15.728  -5.738  36.548   8.876
341    -7.165  22.745  11.086  11.071  -1.899  -8.819  11.909  -4.964  -6.929  -5.568 -14.728  -5.743  35.580   9.127
342    -6.401  22.100  10.253  10.519  -1.819  -7.822  12.541  -5.740  -6.114  -4.988 -14.753  -6.743  34.915   8.380
343    -5.820  21.286  10.741  11.392  -1.694  -6.830  11.714  -6.302  -6.754  -4.220 -15.708  -6.444  35.365   7.487
344    -6.803  21.468  10.082  12.144  -2.511  -6.253  11.224  -5.430  -6.926  -3.235 -15.837  -7.435  34.666   6.772
345    -5.962  20.927   9.522  11.315  -2.022  -7.126  10.594  -4.653  -7.442  -2.378 -15.025  -8.019  34.531   7.763
346    -5.242  20.233   9.294  12.289  -3.014  -7.000  10.599  -5.653  -7.544  -1.383 -15.764  -8.693  33.564   8.018
347    -4.584  20.986  10.260  12.546  -3.969  -6.703   9.635  -5.385  -7.053  -0.512 -16.694  -9.061  33.002   8.845
348    -5.258  21.725   9.451  11.959  -3.271  -5.987   8.751  -4.919  -7.894  -1.053 -15.892  -8.464  32.218   8.224
349    -4.611  20.962  10.371  12.352  -4.067  -6.591   8.610  -5.909  -6.928  -1.310 -14.899  -8.342  32.754   7.380
350    -5.068  21.852  11.066  13.071  -3.798  -7.554   7.673  -6.259  -7.848  -1.703 -15.364  -7.456  33.571   7.956
351    -4.442  22.631  12.048  13.261  -4.593  -6.948   6.695  -6.466  -8.636  -2.317 -14.372  -7.327  34.461   7.500
352    -5.331  22.173  12.619  12.440  -4.080  -6.090   7.638  -6.799  -8.554  -1.321 -13.584  -6.712  33.881   8.315
353    -6.092  21.524  13.429  11.853  -3.163  -6.488   8.393  -6.143  -9.378  -1.887 -14.581  -6.787  33.158   7.624
354    -6.990  21.085  14.365  11.501  -4.087  -6.871   8.070  -7.090  -8.666  -2.590 -15.319  -7.462  33.473   8.573
355    -6.091  20.647  13.365  11.510  -4.221  -7.862   7.324  -6.425  -7.666  -2.602 -14.338  -7.266  32.655   9.147
356    -5.960  19.656  12.483  11.981  -3.446  -7.230   7.611  -7.383  -8.512  -2.068 -14.837  -8.133  33.085  10.050
357    -6.665  20.365  13.482  12.022  -2.490  -7.524   6.904  -8.090  -7.536  -2.288 -15.572  -8.812  32.086  10.080
358    -7.398  21.045  12.569  12.430  -2.995  -8.388   7.491  -7.280  -6.542  -2.391 -15.037  -7.966  31.539   9.243
359    -8.123  21.734  11.569  12.455  -3.519  -7.536   6.667  -6.714  -6.709  -3.376 -15.138  -8.961  30.722   8.666
360    -8.536  20.823  11.323  11.486  -3.531  -6.537   6.572  -7.709  -5.710  -3.417 -15.843  -8.253  31.688   8.408
361    -9.536  20.834  12.119  12.091  -4.068  -5.693   6.008  -6.884  -5.797  -4.413 -16.145  -9.206  30.695   8.296
362    -9.575  19.834  12.001  11.098  -5.024  -5.987   6.243  -5.912  -6.708  -4.000 -16.242  -8.211  29.947   8.960
363   -10.243  19.090  11.757  12.068  -4.927  -6.983   6.043  -4.933  -6.296  -4.911 -15.567  -8.949  29.715   9.933
364    -9.279  19.355  11.416  11.128  -5.923  -7.074   6.843  -5.532  -6.995  -5.627 -16.002  -8.048  30.608   9.484
365    -9.663  20.279  12.364  11.444  -5.285  -7.844   6.925  -6.529  -7.740  -4.960 -16.861  -8.559  30.222  10.406
366    -9.723  21.277  11.509  11.962  -4.609  -7.107   6.728  -7.509  -7.011  -5.645 -17.755  -8.110  30.601   9.480
367    -9.031  21.998  12.379  11.470  -4.075  -6.261   6.651  -6.512  -7.052  -4.645 -18.639  -8.576  29.861  10.153
368    -9.809  22.627  11.385  11.360  -5.073  -6.189   7.076  -7.417  -7.242  -5.627 -18.774  -7.585  29.832  11.152
369    -9.399  21.715  12.204  11.934  -5.321  -7.158   7.901  -6.852  -7.732  -6.499 -18.130  -6.821  30.697  10.651
370   -10.078  22.449  12.188  10.934  -4.854  -8.042   8.283  -5.928  -6.792  -6.160 -18.895  -6.177  31.534  10.103
371    -9.135  22.782  11.370  10.360  -4.528  -7.097   8.994  -5.224  -6.385  -5.246 -19.658  -5.531  32.229  10.822
372    -9.795  22.030  11.983   9.570  -3.772  -6.441   8.662  -6.167  -5.402  -5.064 -19.562  -4.535  33.008  10.196
373   -10.491  21.313  11.093   9.115  -3.582  -5.460   9.135  -5.286  -6.332  -5.430 -20.211  -3.775  33.823  10.776
374   -10.290  22.292  10.321   8.479  -4.554  -5.223   9.830  -4.568  -7.182  -5.958 -19.337  -3.290  33.146  11.513
375   -10.226  23.290   9.558   7.833  -4.834  -4.263   9.090  -5.241  -6.365  -5.380 -19.876  -2.448  32.159  11.669
376    -9.636  24.098   9.127   6.931  -5.321  -3.390   8.312  -5.868  -5.732  -6.154 -19.817  -3.446  31.254  12.095
377    -9.227  23.186   9.633   6.069  -6.149  -2.828   8.260  -4.870  -4.733  -6.112 -19.249  -2.623  30.351  12.525
378    -9.354  22.194  10.551   6.466  -6.104  -1.829   8.217  -5.869  -5.694  -6.389 -18.724  -3.474  30.902  13.360
379   -10.325  21.956  11.495   6.137  -6.081  -2.829   7.347  -5.375  -5.245  -5.496 -18.239  -2.600  31.510  12.566
380   -10.883  22.787  10.558   6.486  -6.203  -3.821   8.091  -4.707  -6.188  -5.827 -19.163  -2.983  31.880  13.495
381   -11.754  22.295   9.680   6.965  -6.943  -3.149   7.442  -5.467  -5.395  -5.219 -18.506  -3.738  30.895  13.663
382   -12.712  22.582   9.194   7.838  -7.004  -2.150   8.181  -4.794  -6.147  -5.878 -18.243  -2.773  29.895  13.626
383   -13.499  21.966   8.468   7.150  -7.726  -2.842   8.795  -5.584  -7.122  -5.657 -17.321  -3.160  29.046  13.099
384   -13.608  22.960   9.373   7.576  -8.626  -3.278   9.787  -5.454  -6.190  -6.019 -16.338  -3.345  28.565  13.976
385   -12.627  23.152   9.400   8.575  -9.444  -3.854  10.681  -5.006  -6.937  -5.354 -17.295  -3.055  27.711  13.456
386   -11.921  22.444   8.406   8.686  -9.091  -4.790  10.013  -4.262  -7.840  -4.924 -18.075  -2.429  26.843  12.960
387   -12.833  22.033   7.438   8.939  -8.111  -4.988  10.755  -4.933  -7.925  -3.928 -18.519  -3.325  27.240  12.042
388   -12.006  22.596   7.353   9.935  -8.860  -5.651  10.019  -5.609  -8.859  -3.571 -18.528  -4.325  26.261  11.839
389   -11.236  21.957   7.644  10.892  -9.352  -4.780  10.769  -4.948  -9.062  -4.550 -18.500  -3.326  25.349  11.428
390   -11.461  20.983   7.921  11.853 -10.119  -4.139  10.230  -4.106  -9.568  -5.413 -18.528  -4.325  26.164  10.848
391   -10.669  20.372   6.926  11.752  -9.216  -4.569   9.600  -4.883  -9.345  -6.388 -19.214  -3.597  27.125  10.571
392   -10.054  19.583   6.123  11.156  -9.793  -3.752  10.303  -5.594  -9.306  -5.389 -18.493  -4.290  26.647  11.450
393    -9.091  19.855   5.536  10.346  -8.978  -3.172  10.763  -6.482  -8.482  -4.821 -19.314  -3.719  27.474  10.887
394    -8.516  20.672   5.676   9.356  -9.693  -3.872   9.904  -6.994  -7.752  -4.138 -19.721  -4.633  28.412  10.542
395    -9.107  19.866   4.678   9.296  -8.805  -3.412  10.454  -7.829  -8.693  -4.477 -20.065  -5.572  27.667  11.209
396    -9.759  19.108   4.185  10.167  -9.549  -4.080   9.703  -8.490  -9.346  -5.235 -21.053  -5.725  26.775  10.757
397   -10.759  19.138   4.673   9.294  -9.986  -4.979   8.718  -8.317  -8.409  -4.884 -20.872  -4.741  27.286   9.897
398   -10.683  20.135   5.642   9.046  -9.260  -4.291   9.555  -8.865  -8.997  -5.693 -20.865  -3.741  27.543  10.864
399   -11.546  19.630   5.062   9.860  -8.287  -4.061   9.272  -9.824  -9.794  -6.297 -20.190  -4.478  26.809  11.543
400   -12.400  20.151   5.651   9.052  -9.118  -3.504   8.293 -10.027  -9.540  -7.265 -19.693  -3.610  26.918  12.537
401   -13.072  20.891   4.838   8.469  -8.749  -4.434   9.175 -10.499  -8.950  -6.458 -18.929  -2.965  27.579  11.786
402   -12.857  19.914   4.189   9.229  -9.742  -4.319   8.386 -11.113  -8.132  -5.882 -19.163  -1.993  26.841  12.461
403   -11.984  20.402   4.837   9.991  -9.197  -3.481   9.376 -11.251  -9.132  -5.872 -19.743  -2.807  27.344  11.597
404   -11.276  19.696   3.920  10.390  -8.383  -2.899   8.692 -11.981  -8.361  -6.509 -18.979  -3.452  26.661  12.328
405   -12.272  19.606   4.404  11.265  -7.506  -3.379   7.948 -11.312  -7.619  -5.838 -18.217  -2.805  27.187  13.178
406   -11.621  20.366   3.575  11.825  -8.505  -3.426   8.502 -12.145  -7.871  -6.806 -19.215  -2.735  26.899  12.220
407   -11.770  19.377   3.553  12.825  -8.131  -4.353   7.945 -12.975  -6.947  -7.189 -18.527  -2.009  27.185  11.262
408   -10.808  19.104   2.947  13.621  -9.129  -4.425   7.000 -12.647  -6.322  -6.409 -17.909  -1.223  27.990  10.669
409   -11.408  18.304   1.947  13.609  -8.225  -3.997   7.877 -12.166  -5.621  -5.695 -18.770  -0.713  28.850  10.160
410   -12.117  17.599   2.791  14.146  -9.091  -4.497   8.495 -11.380  -4.634  -5.537 -19.427   0.041  29.650   9.558
411   -11.708  16.686   3.789  14.198  -8.668  -5.403   9.292 -11.985  -4.984  -6.473 -18.484  -0.292  30.475   8.994
412   -12.105  17.604   3.360  15.102  -8.213  -6.293  10.285 -11.866  -5.842  -5.959 -19.061  -1.109  29.565   8.581
413   -12.419  16.655   4.347  14.942  -8.908  -7.012   9.485 -11.265  -4.987  -6.478 -18.109  -0.805  30.544   8.378
414   -11.814  17.451   3.452  14.496  -9.803  -7.458  10.381 -10.820  -5.916  -6.848 -17.117  -0.931  31.481   8.027
415   -12.669  16.932   4.064  15.287  -8.891  -7.869  11.275 -10.372  -5.294  -7.631 -16.195  -0.543  31.052   7.124
416   -13.666  17.019   4.083  16.287  -7.944  -7.548  11.416 -11.362  -6.294  -7.607 -16.313  -1.536  30.655   6.206
417   -14.234  16.196   4.768  15.558  -8.769  -8.114  10.419 -11.442  -5.854  -6.710 -15.416  -1.978  29.660   6.304
418   -14.581  15.259   3.876  15.107  -7.961  -8.703   9.696 -12.133  -4.952  -7.143 -14.507  -1.561  30.175   7.161
